MPI_Isend,14,0.005665,1.000000e-06
MPI_Isend,14,0.005673,5.240000e-07
MPI_Isend,14,0.005677,4.120000e-07
MPI_Isend,14,0.005680,3.130000e-07
MPI_Isend,14,0.005684,2.920000e-07
MPI_Isend,14,0.005687,2.800000e-07
MPI_Isend,14,0.005691,3.050000e-07
MPI_Isend,14,0.005694,3.030000e-07
MPI_Isend,14,0.005698,2.740000e-07
MPI_Isend,14,0.005702,2.800000e-07
MPI_Isend,1325,0.005705,1.361000e-06
MPI_Isend,1325,0.005717,8.580000e-07
MPI_Isend,1325,0.005724,6.280000e-07
MPI_Isend,1325,0.005731,2.764400e-05
MPI_Isend,1325,0.005796,5.130000e-07
MPI_Isend,1325,0.005803,4.930000e-07
MPI_Isend,1325,0.005810,4.190000e-07
MPI_Isend,1325,0.005816,4.070000e-07
MPI_Isend,1325,0.005823,3.990000e-07
MPI_Isend,1325,0.005829,4.140000e-07
MPI_Isend,1147,0.009073,1.015000e-06
MPI_Isend,1147,0.009081,5.200000e-07
MPI_Isend,1147,0.009088,4.690000e-07
MPI_Isend,1147,0.009094,3.970000e-07
MPI_Isend,1147,0.009101,5.540000e-07
MPI_Isend,1147,0.009107,4.370000e-07
MPI_Isend,1147,0.009114,4.480000e-07
MPI_Isend,1147,0.009120,4.290000e-07
MPI_Isend,1147,0.009126,4.320000e-07
MPI_Isend,1147,0.009133,4.230000e-07
MPI_Isend,210,0.009243,8.510000e-07
MPI_Isend,210,0.009249,3.490000e-07
MPI_Isend,210,0.009254,3.100000e-07
MPI_Isend,210,0.009259,2.570000e-07
MPI_Isend,210,0.009264,2.510000e-07
MPI_Isend,210,0.009269,2.460000e-07
MPI_Isend,210,0.009274,2.460000e-07
MPI_Isend,210,0.009279,3.430000e-07
MPI_Isend,210,0.009284,2.770000e-07
MPI_Isend,210,0.009289,2.700000e-07
MPI_Isend,210,0.019819,1.196000e-06
MPI_Isend,210,0.019827,5.200000e-07
MPI_Isend,210,0.019832,4.300000e-07
MPI_Isend,210,0.019838,3.640000e-07
MPI_Isend,210,0.019843,4.260000e-07
MPI_Isend,210,0.019848,3.540000e-07
MPI_Isend,210,0.019853,3.320000e-07
MPI_Isend,210,0.019859,3.530000e-07
MPI_Isend,210,0.019864,3.480000e-07
MPI_Isend,210,0.019869,3.640000e-07
MPI_Isend,131750,0.028107,2.070000e-06
MPI_Isend,131750,0.028168,8.240000e-07
MPI_Isend,131750,0.028227,6.600000e-07
MPI_Isend,131750,0.028285,6.900000e-07
MPI_Isend,131750,0.028366,8.740000e-07
MPI_Isend,131750,0.028442,8.140000e-07
MPI_Isend,131750,0.028500,7.980000e-07
MPI_Isend,131750,0.028558,6.750000e-07
MPI_Isend,131750,0.028616,7.500000e-07
MPI_Isend,131750,0.028673,6.880000e-07
MPI_Isend,8780,0.030130,3.314000e-06
MPI_Isend,8780,0.030160,2.334000e-06
MPI_Isend,8780,0.030175,1.848000e-06
MPI_Isend,8780,0.030189,1.953000e-06
MPI_Isend,8780,0.030204,1.808000e-06
MPI_Isend,8780,0.030219,1.750000e-06
MPI_Isend,8780,0.030233,1.820000e-06
MPI_Isend,8780,0.030247,1.765000e-06
MPI_Isend,8780,0.030261,1.820000e-06
MPI_Isend,8780,0.030275,1.760000e-06
MPI_Isend,398036,0.037399,2.586000e-06
MPI_Isend,398036,0.037558,1.120000e-06
MPI_Isend,398036,0.037714,1.025000e-06
MPI_Isend,398036,0.037870,9.780000e-07
MPI_Isend,398036,0.038026,9.750000e-07
MPI_Isend,398036,0.038182,1.022000e-06
MPI_Isend,398036,0.038343,9.490000e-07
MPI_Isend,398036,0.038499,9.480000e-07
MPI_Isend,398036,0.038655,9.120000e-07
MPI_Isend,398036,0.038811,1.062000e-06
MPI_Isend,110,0.050748,1.030000e-06
MPI_Isend,110,0.050757,9.230000e-07
MPI_Isend,110,0.050763,7.570000e-07
MPI_Isend,110,0.050769,5.660000e-07
MPI_Isend,110,0.050775,5.230000e-07
MPI_Isend,110,0.050780,5.240000e-07
MPI_Isend,110,0.050786,5.500000e-07
MPI_Isend,110,0.050792,5.530000e-07
MPI_Isend,110,0.050797,5.400000e-07
MPI_Isend,110,0.050803,5.840000e-07
MPI_Isend,3,0.062600,1.054000e-06
MPI_Isend,3,0.062605,7.930000e-07
MPI_Isend,3,0.062610,6.600000e-07
MPI_Isend,3,0.062614,5.930000e-07
MPI_Isend,3,0.062619,6.030000e-07
MPI_Isend,3,0.062623,6.040000e-07
MPI_Isend,3,0.062627,5.930000e-07
MPI_Isend,3,0.062631,6.970000e-07
MPI_Isend,3,0.062636,6.300000e-07
MPI_Isend,3,0.062640,5.770000e-07
MPI_Isend,398036,0.062644,3.004000e-06
MPI_Isend,398036,0.062808,1.330000e-06
MPI_Isend,398036,0.062967,1.140000e-06
MPI_Isend,398036,0.063127,1.180000e-06
MPI_Isend,398036,0.063286,1.330000e-06
MPI_Isend,398036,0.063445,1.086000e-06
