MPI_Wtime,482,0.005836,3.435000e-06
MPI_Wtime,899,0.005844,5.510000e-07
MPI_Wtime,294,0.005845,5.240000e-07
MPI_Wtime,14,0.009071,6.200000e-07
MPI_Wtime,1127,0.009239,5.870000e-07
MPI_Wtime,29,0.009241,5.470000e-07
MPI_Wtime,96,0.009363,5.580000e-07
MPI_Wtime,17,0.012656,6.220000e-07
MPI_Wtime,3,0.014363,6.180000e-07
MPI_Wtime,6386,0.015547,5.630000e-07
MPI_Wtime,8,0.019817,8.620000e-07
MPI_Wtime,482,0.019874,7.300000e-07
MPI_Wtime,166898,0.022504,8.320000e-07
MPI_Wtime,2725,0.024014,1.400000e-06
MPI_Wtime,415462,0.024115,7.560000e-07
MPI_Wtime,3,0.025142,8.460000e-07
MPI_Wtime,2725,0.026120,7.620000e-07
MPI_Wtime,2398,0.027862,7.480000e-07
MPI_Wtime,991,0.027964,7.500000e-07
MPI_Wtime,2318,0.029387,7.960000e-07
MPI_Wtime,980870,0.039697,1.430000e-06
MPI_Wtime,398036,0.056687,1.443000e-06
MPI_Wtime,1147,0.057568,1.344000e-06
MPI_Wtime,1325,0.059152,1.187000e-06
MPI_Wtime,831729,0.059602,1.286000e-06
MPI_Wtime,438738,0.059606,1.180000e-06
MPI_Wtime,5051,0.059731,1.163000e-06
MPI_Wtime,330,0.059734,1.133000e-06
MPI_Wtime,225886,0.061805,1.283000e-06
MPI_Wtime,166898,0.061809,1.134000e-06
MPI_Wtime,27,0.061813,1.177000e-06
MPI_Wtime,44886,0.061816,1.177000e-06
MPI_Wtime,2398,0.061819,1.140000e-06
MPI_Wtime,175,0.062593,1.287000e-06
MPI_Wtime,16086,0.062597,1.130000e-06
MPI_Wtime,14,0.064241,1.263000e-06
MPI_Wtime,6386,0.073948,1.560000e-06
MPI_Wtime,677225,0.073952,1.170000e-06
MPI_Wtime,355845,0.073956,1.133000e-06
MPI_Wtime,2725,0.073959,1.140000e-06
MPI_Wtime,980870,0.078547,1.367000e-06
MPI_Wtime,21187,0.078928,1.250000e-06
MPI_Wtime,6386,0.079912,1.420000e-06
MPI_Wtime,29,0.087058,1.407000e-06
MPI_Wtime,2318,0.089141,1.344000e-06
MPI_Wtime,438738,0.089976,1.350000e-06
MPI_Wtime,2318,0.090779,1.277000e-06
MPI_Wtime,3,0.092245,1.296000e-06
MPI_Wtime,2725,0.092378,1.213000e-06
MPI_Wtime,29,0.093749,1.317000e-06
MPI_Wtime,8112,0.093752,1.137000e-06
MPI_Wtime,166898,0.094156,1.264000e-06
MPI_Wtime,96,0.098033,1.387000e-06
MPI_Wtime,2,0.100035,1.370000e-06
MPI_Wtime,14,0.100039,1.140000e-06
MPI_Wtime,27205,0.101972,1.227000e-06
MPI_Wtime,96,0.104964,1.224000e-06
MPI_Wtime,166898,0.104968,1.140000e-06
MPI_Wtime,310684,0.104971,1.137000e-06
MPI_Wtime,16086,0.108185,1.353000e-06
MPI_Wtime,29,0.108189,1.140000e-06
MPI_Wtime,16086,0.115042,1.457000e-06
MPI_Wtime,398036,0.115255,1.277000e-06
MPI_Wtime,525,0.115259,1.140000e-06
MPI_Wtime,96,0.115262,1.140000e-06
MPI_Wtime,438738,0.122873,1.340000e-06
MPI_Wtime,677225,0.122877,1.183000e-06
MPI_Wtime,27205,0.123243,1.257000e-06
MPI_Wtime,2770,0.123247,1.130000e-06
MPI_Wtime,415462,0.123563,1.236000e-06
MPI_Wtime,96,0.124520,1.280000e-06
MPI_Wtime,2,0.124609,1.203000e-06
MPI_Wtime,2318,0.128713,1.254000e-06
MPI_Wtime,1325,0.130640,1.350000e-06
MPI_Wtime,279,0.141721,1.463000e-06
MPI_Wtime,27205,0.146175,1.353000e-06
MPI_Wtime,166898,0.146179,1.174000e-06
MPI_Wtime,8112,0.146515,1.260000e-06
MPI_Wtime,3,0.146592,1.193000e-06
MPI_Wtime,2,0.146897,1.173000e-06
MPI_Wtime,8,0.152024,1.403000e-06
MPI_Wtime,59,0.152435,1.270000e-06
MPI_Wtime,14,0.159527,1.514000e-06
MPI_Wtime,74407,0.163281,1.416000e-06
MPI_Wtime,110,0.163744,1.243000e-06
MPI_Wtime,3232,0.164559,1.337000e-06
MPI_Wtime,310684,0.164788,1.253000e-06
MPI_Wtime,42037,0.166883,1.240000e-06
MPI_Wtime,3232,0.167512,1.300000e-06
MPI_Wtime,139,0.167834,1.236000e-06
MPI_Wtime,2725,0.167951,1.200000e-06
MPI_Wtime,5051,0.169155,1.387000e-06
MPI_Wtime,87,0.171698,1.407000e-06
MPI_Wtime,899,0.188967,1.453000e-06
MPI_Wtime,27205,0.189060,1.214000e-06
MPI_Wtime,1010,0.193942,1.437000e-06
MPI_Wtime,1,0.195830,1.393000e-06
MPI_Wtime,142,0.195834,1.137000e-06
MPI_Wtime,142,0.199488,1.247000e-06
